iter	MultiClass
566	0.7989885609
567	0.7986063524
568	0.7980510488
569	0.7977599436
570	0.7974238878
571	0.7965987721
572	0.7961119252
573	0.79536565
574	0.79465542
575	0.7942115469
576	0.793597917
577	0.793009759
578	0.7926634016
579	0.7922132613
580	0.7918185536
581	0.7912479239
582	0.7906314865
583	0.7901124771
584	0.7896796594
585	0.7887101636
586	0.7879050712
587	0.7869697774
588	0.7866141994
589	0.7863386381
590	0.7857283971
591	0.7852112208
592	0.7850144472
593	0.7844987438
594	0.7843002958
595	0.7839589597
596	0.7833990455
597	0.7826204333
598	0.7823016708
599	0.7819571337
600	0.7814226637
601	0.7809382362
602	0.7803850734
603	0.779714013
604	0.7788740923
605	0.7784477825
606	0.7780205466
607	0.7775448827
608	0.7770390555
609	0.7767204055
610	0.775919196
611	0.7753045948
612	0.7749224431
613	0.774408325
614	0.7739180632
615	0.7734826435
616	0.7732929048
617	0.7729563193
618	0.7725231342
619	0.7721753862
620	0.7717013077
621	0.7711311811
622	0.770550548
623	0.7701198139
624	0.7696415673
625	0.7690198752
626	0.7684935763
627	0.767803252
628	0.7670282078
629	0.7663015491
630	0.7657518682
631	0.7650044031
632	0.7643926948
633	0.7640317746
634	0.7635536555
635	0.7632821865
636	0.7627174723
637	0.7622988764
638	0.7620896571
639	0.7616761554
640	0.7611879629
641	0.7608514358
642	0.7605992941
643	0.7599274655
644	0.7593985324
645	0.7587871659
646	0.7584597013
647	0.7580974664
648	0.7577290615
649	0.7574678116
650	0.7567802018
651	0.7564256502
652	0.7560332695
653	0.7557077178
654	0.7553296412
655	0.7547386493
656	0.7542379189
657	0.7537858516
658	0.7532961194
659	0.752790336
660	0.7523079234
661	0.7518874244
662	0.7513867184
663	0.7511046048
664	0.7508609148
665	0.7504026776
666	0.7499520814
667	0.749339801
668	0.7488839758
669	0.7485255216
670	0.7482756327
671	0.7478132875
672	0.7470744243
673	0.7467771756
674	0.74634415
675	0.7459314394
676	0.745236736
677	0.7446570031
678	0.7441960033
679	0.74347136
680	0.7428146647
681	0.7423558649
682	0.7419591085
683	0.7414857377
684	0.7410571477
685	0.7407991643
686	0.7404884875
687	0.7401592448
688	0.7398669588
689	0.7390449672
690	0.7383850728
691	0.7379771121
692	0.7377018946
693	0.7374287862
694	0.7371060366
695	0.7367913548
696	0.7362159962
697	0.7356690967
698	0.7352710943
699	0.7348971266
700	0.7345213409
701	0.7339114779
702	0.7333604183
703	0.7330344263
704	0.7326950237
705	0.7321439916
706	0.7318894016
707	0.7311748847
708	0.7309766126
709	0.7305796885
710	0.7302547888
711	0.729877221
712	0.729391907
713	0.7291158452
714	0.7287693298
715	0.7284729285
716	0.7280911589
717	0.7276550434
718	0.72711657
719	0.726706455
720	0.7265240371
721	0.7260788117
722	0.7257520506
723	0.7253560536
724	0.7248065185
725	0.7244223865
726	0.7238682977
727	0.7233842581
728	0.7231162366
729	0.7228269025
730	0.7222440312
731	0.7218447719
732	0.7212645009
733	0.7208016233
734	0.7205372118
735	0.7202595851
736	0.7199259757
737	0.7193867499
738	0.7186995074
739	0.7183459533
740	0.7179757649
741	0.717622778
742	0.7171685341
743	0.7167840272
744	0.7163241099
745	0.7159438552
746	0.7154798412
747	0.7151183067
748	0.714911013
749	0.7143446216
750	0.7139753551
751	0.7133335275
752	0.7128688504
753	0.7126306354
754	0.712134298
755	0.7119382363
756	0.7114487623
757	0.7110356479
758	0.7106654732
759	0.7102813029
760	0.7099332504
761	0.7094698712
762	0.7090199515
763	0.7085320019
764	0.7078876637
765	0.7074427725
766	0.7070340559
767	0.7067268516
768	0.7064015832
769	0.7060091433
770	0.7056775263
771	0.7055355914
772	0.7053344218
773	0.704914971
774	0.7045393897
775	0.704234627
776	0.703826288
777	0.7035300385
778	0.7031685304
779	0.7028425253
780	0.7023538001
781	0.7017175413
782	0.7013356046
783	0.7009165803
784	0.7005753637
785	0.7002759569
786	0.7000465739
787	0.6995010507
788	0.6992188489
789	0.698811053
790	0.69831164
791	0.6976289521
792	0.6970644823
793	0.6966933162
794	0.6962109482
795	0.6956320341
796	0.6953513046
797	0.6947780945
798	0.6945000837
799	0.6940329396
800	0.6937130446
801	0.6934979934
802	0.6931054165
803	0.6925250861
804	0.6922104081
805	0.6920263206
806	0.6916049226
807	0.6911060416
808	0.6906330703
809	0.6901653259
810	0.689759691
811	0.6893596636
812	0.688634433
813	0.6881243992
814	0.6877844106
815	0.6871939112
816	0.6869218077
817	0.6863964736
818	0.6860238062
819	0.6857113585
820	0.6853039916
821	0.6849130561
822	0.6846118507
823	0.684275945
824	0.683834129
825	0.6832802111
826	0.6826791809
827	0.6822994393
828	0.6820298676
829	0.6816414342
830	0.6813306745
831	0.6809929936
832	0.6804392028
833	0.6800522417
834	0.6795368379
835	0.6792216873
836	0.6789526126
837	0.6783160031
838	0.6777747289
839	0.6773928289
840	0.6771369165
841	0.6769506057
842	0.6765776456
843	0.6761574796
844	0.6760084905
845	0.6752636275
846	0.6750609566
847	0.674611288
848	0.6744457942
849	0.6742452468
850	0.6740731456
851	0.6735534572
852	0.6732215077
853	0.672920728
854	0.6722352341
855	0.6719340872
856	0.6713731408
857	0.6711292051
858	0.6709601429
859	0.6706732063
860	0.670316917
861	0.6697655301
862	0.6692718957
863	0.6687737043
864	0.6685831152
865	0.668228898
866	0.6677315628
867	0.6674794506
868	0.6671345348
869	0.6665428001
870	0.6662960935
871	0.6660273069
872	0.6657830644
873	0.6655399055
874	0.6651430258
875	0.6647638248
876	0.6643217344
877	0.6640239827
878	0.6637579193
879	0.6633909358
880	0.6627666768
881	0.6621979606
882	0.6617749703
883	0.6612871135
884	0.6610163592
885	0.6603764268
886	0.6601945187
887	0.6598397785
888	0.6595741372
889	0.6589528307
890	0.6585952065
891	0.6582245071
892	0.6579251463
893	0.6573788231
894	0.657064531
895	0.6566073235
896	0.6560931269
897	0.6557669196
898	0.6554020801
899	0.6551405201
900	0.6546908022
901	0.6542211216
902	0.653972841
903	0.6538422418
904	0.6535954832
905	0.6533847655
906	0.6531122914
907	0.6529053965
908	0.6524793211
909	0.6522180729
910	0.6519100685
911	0.6515892877
912	0.6514056972
913	0.6509109803
914	0.6503772469
915	0.6500363839
916	0.6496709981
917	0.6493402461
918	0.648969675
919	0.6486370462
920	0.6484971192
921	0.6481152525
922	0.6475022603
923	0.6471421433
924	0.6468334799
925	0.6463633688
926	0.6459185438
927	0.6457360371
928	0.645294211
929	0.6451254897
930	0.6448463923
931	0.6443738852
932	0.6440372307
933	0.6435893941
934	0.6432357864
935	0.642919492
936	0.6424738684
937	0.6419521963
938	0.6415773528
939	0.6411450875
940	0.6408034821
941	0.6405323446
942	0.64015928
943	0.639836935
944	0.6395889168
945	0.6391483427
946	0.6388728967
947	0.6385261844
948	0.6382552998
949	0.6378568538
950	0.6375064363
951	0.6372989417
952	0.6369221986
953	0.6366433087
954	0.6361681027
955	0.6358101241
956	0.635415746
957	0.6350018877
958	0.6346445083
959	0.6343557456
960	0.633905746
961	0.6336153957
962	0.6332089743
963	0.6328046042
964	0.6324814835
965	0.6320895886
966	0.631762238
967	0.6314512301
968	0.6311030601
969	0.6308202718
970	0.6305550319
971	0.6301611023
972	0.6297260667
973	0.6293164778
974	0.6289266943
975	0.6286208385
976	0.6283487092
977	0.6278920834
978	0.6274246283
979	0.6270807228
980	0.6268179266
981	0.6265884443
982	0.6262802095
983	0.6260399226
984	0.6256882528
985	0.6255446363
986	0.6253857488
987	0.6251924662
988	0.6248776197
989	0.6244280198
990	0.6240443815
991	0.6236614495
992	0.623095067
993	0.6229567524
994	0.6227402212
995	0.6223200406
996	0.6219659172
997	0.6213179034
998	0.6210972063
999	0.6207761346
